depart,intellig,laboratori,file,home,cs,comput,scienc,pp,cours,group,network,solut,research,program,rice,homework,assign,columbia,pittsburgh,parallel,georgia,urc,robot,server,project,inform,austin,page,classification
2,1,0,0,0,0,6,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,3,0,1,faculty
3,0,0,0,1,0,6,5,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,faculty
2,1,1,0,1,0,4,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,faculty
0,0,0,0,5,0,1,0,0,0,3,0,0,11,1,0,0,0,0,0,1,0,0,0,0,3,0,0,6,faculty
1,3,2,0,1,0,2,2,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,faculty
2,0,2,0,0,1,3,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
3,0,0,0,2,0,10,5,3,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,faculty
3,0,0,0,6,0,6,1,0,2,1,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,faculty
3,0,0,0,6,0,6,1,0,2,1,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,faculty
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,faculty
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
2,0,3,0,3,4,9,3,0,1,2,2,0,1,3,0,0,0,0,0,4,0,0,0,1,2,1,0,3,faculty
2,0,0,0,0,0,10,4,0,1,1,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,faculty
3,0,1,0,5,0,9,5,0,0,1,1,0,2,1,0,0,0,0,0,7,0,0,0,0,1,0,0,6,faculty
0,0,0,0,7,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,faculty
2,0,2,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
0,11,0,0,0,0,3,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,faculty
4,0,1,0,2,0,7,5,2,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,faculty
0,0,0,0,1,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,faculty
1,0,1,0,0,0,2,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
1,1,0,0,1,1,3,10,5,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
1,0,0,0,0,0,4,3,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,faculty
0,0,0,0,0,0,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
3,0,0,0,0,0,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
1,0,0,0,2,0,5,1,0,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,faculty
2,0,0,0,2,0,5,3,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,faculty
1,0,2,0,2,1,9,4,0,1,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,faculty
1,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,faculty
1,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,faculty
2,0,0,0,1,1,3,1,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,faculty
0,0,0,0,0,0,4,5,0,0,3,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,faculty
1,0,0,0,0,0,3,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
1,0,0,0,0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
1,0,0,0,2,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,faculty
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
1,1,0,0,1,0,13,9,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,faculty
1,0,0,0,2,1,2,1,0,1,0,0,0,4,5,0,0,0,0,0,1,0,0,0,0,5,0,0,3,faculty
1,1,1,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
1,1,2,0,0,0,4,3,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,faculty
1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,faculty
2,0,0,0,2,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
2,0,2,0,1,4,5,3,0,1,1,25,1,13,0,0,0,0,0,0,0,0,0,0,2,6,1,0,1,faculty
3,0,0,0,2,9,2,1,0,1,0,27,0,6,1,0,0,0,0,0,0,0,0,0,2,6,0,0,2,faculty
3,0,1,0,1,0,18,3,3,0,2,0,0,2,1,0,0,0,0,0,3,0,0,0,1,0,3,0,2,faculty
0,0,0,0,1,0,5,2,0,0,2,0,0,5,1,0,0,0,0,0,2,6,0,0,0,2,2,0,0,faculty
1,0,0,0,0,0,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,faculty
1,0,0,0,0,0,3,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,faculty
0,0,0,0,0,0,7,1,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,1,2,0,1,faculty
0,0,0,0,0,3,7,2,0,0,1,7,0,3,0,0,0,0,0,0,0,3,0,0,0,1,2,0,1,faculty
0,0,0,0,1,6,8,3,0,0,0,6,3,2,0,0,0,0,0,0,0,3,0,0,0,3,1,0,1,faculty
0,0,0,0,0,4,4,0,9,2,1,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,faculty
0,0,14,0,2,0,24,1,0,1,3,5,1,14,52,0,0,0,0,0,36,1,0,2,0,12,5,0,2,faculty
0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,6,5,0,0,0,0,1,0,0,faculty
0,1,4,0,0,0,4,2,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,2,0,0,2,0,1,faculty
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,faculty
0,0,0,3,1,6,12,11,0,1,1,1,0,5,5,0,0,0,0,0,0,2,0,0,0,6,2,0,2,faculty
0,1,0,0,0,0,7,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,faculty
0,0,0,0,0,0,11,9,0,1,0,0,0,5,4,0,0,0,0,0,0,3,0,0,0,0,4,0,1,faculty
0,0,0,0,0,2,7,2,0,0,0,0,0,1,7,0,0,0,0,0,2,2,0,0,0,2,2,0,0,faculty
0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,faculty
0,1,3,0,0,0,5,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,faculty
0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,faculty
0,0,0,0,1,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
0,0,0,0,4,0,7,4,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,faculty
0,0,0,0,2,2,11,3,0,1,1,1,0,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,2,faculty
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,faculty
0,3,0,0,2,0,2,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,faculty
0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
0,0,0,0,2,0,2,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,faculty
0,0,0,0,2,0,2,2,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,faculty
0,0,0,0,2,0,2,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,faculty
0,1,0,0,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,faculty
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
0,0,0,0,2,0,7,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,faculty
0,0,0,0,2,0,14,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,faculty
0,0,0,0,3,2,4,4,0,2,0,0,0,5,6,0,0,0,0,0,0,0,0,0,2,2,5,0,4,faculty
0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
0,0,0,0,2,0,4,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,faculty
2,0,0,0,0,0,9,5,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,faculty
1,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,faculty
1,3,0,0,0,0,7,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,faculty
2,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,faculty
1,0,0,0,1,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
2,0,0,0,1,0,4,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,faculty
1,0,0,0,4,0,2,3,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,faculty
2,0,0,0,4,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,2,0,3,faculty
2,1,0,0,1,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,faculty
1,0,0,0,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,faculty
1,0,0,0,2,0,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,faculty
1,0,0,0,3,0,10,5,13,1,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,2,faculty
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
21,5,0,5,32,1,5,4,9,25,19,0,1,13,9,0,0,1,9,0,0,4,0,0,0,5,18,0,17,faculty
4,0,0,0,4,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,faculty
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
2,0,0,0,2,0,4,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,faculty
1,0,0,0,0,0,4,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,faculty
0,0,0,0,1,0,10,0,0,0,2,0,0,8,7,0,0,0,0,0,10,0,0,0,1,1,0,0,1,faculty
1,0,0,0,1,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,faculty
0,1,0,0,1,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,faculty
1,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,faculty
0,1,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,4,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,faculty
1,0,0,0,0,0,4,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,faculty
3,0,1,4,1,0,3,2,0,0,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,4,10,0,2,faculty
1,0,0,0,1,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
5,0,0,0,0,0,9,3,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,3,0,0,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,faculty
2,0,0,0,0,0,4,1,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,faculty
2,0,1,0,3,0,7,3,0,1,0,8,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,faculty
2,0,0,0,1,0,4,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1,faculty
1,0,0,0,0,0,10,1,4,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,faculty
3,0,0,0,1,0,44,2,14,0,1,17,1,1,9,0,0,0,0,0,61,0,0,0,0,2,0,0,2,faculty
1,0,0,0,1,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
8,0,4,0,1,0,20,17,1,0,0,3,0,24,10,0,0,0,0,0,6,0,0,0,0,14,6,1,1,faculty
1,0,0,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
0,0,0,0,0,0,8,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,faculty
5,0,2,0,1,0,27,10,0,0,4,2,0,5,5,0,0,0,0,0,6,0,0,0,0,3,2,1,1,faculty
1,0,0,0,1,0,3,2,3,1,1,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,2,0,3,faculty
0,0,0,2,4,0,19,5,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,faculty
2,0,0,0,2,0,4,3,0,1,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0,1,1,0,1,faculty
2,0,0,4,2,0,7,6,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,faculty
3,0,0,0,0,0,7,4,0,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,faculty
2,0,0,0,2,0,4,3,0,0,0,0,0,5,1,0,0,0,0,0,12,0,0,0,0,1,2,0,3,faculty
4,0,1,0,1,0,5,3,0,0,1,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
2,0,0,0,0,0,4,4,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,faculty
1,0,0,1,2,2,3,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,5,faculty
1,0,0,0,1,1,9,6,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,faculty
0,0,0,0,0,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
0,0,0,0,0,0,3,3,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
0,0,0,0,0,0,5,1,5,0,2,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,faculty
0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,faculty
0,0,0,0,0,0,3,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,faculty
1,1,0,0,0,0,15,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
0,0,0,0,0,0,15,2,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
0,0,0,0,0,0,7,0,5,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,faculty
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
0,0,0,0,0,0,8,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
1,3,0,0,0,0,4,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,faculty
2,0,0,0,1,2,7,4,0,1,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,faculty
1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
3,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
2,0,0,0,0,1,1,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,0,0,0,0,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,faculty
2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
1,0,0,0,0,0,2,2,0,2,1,0,1,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,faculty
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,2,0,0,0,2,4,7,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,0,0,0,1,1,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
2,10,0,0,0,4,5,6,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,faculty
2,0,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,faculty
2,0,1,0,0,1,4,5,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,faculty
2,0,0,0,0,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,faculty
3,0,0,0,0,4,4,1,0,1,0,2,0,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,faculty
2,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,faculty
2,2,0,0,2,2,5,3,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
0,0,0,1,4,0,8,4,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,faculty
1,0,0,0,3,2,7,2,0,4,2,0,0,3,2,0,1,1,0,0,1,0,0,0,0,3,0,0,1,faculty
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,faculty
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,faculty
2,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,faculty
1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
0,0,0,1,0,0,7,6,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,2,1,0,0,faculty
2,0,0,0,3,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,faculty
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,faculty
2,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,faculty
1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
2,0,0,3,0,0,18,19,0,3,1,0,0,1,12,0,0,1,0,0,0,0,0,0,0,4,2,0,1,faculty
3,4,0,0,2,0,15,2,0,11,0,2,0,1,5,0,0,8,0,0,0,0,0,0,0,2,2,0,7,faculty
1,0,0,0,0,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,faculty
1,0,0,1,0,1,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,faculty
0,1,1,1,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,faculty
0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faculty
0,1,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,faculty
2,1,0,0,1,0,9,7,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,faculty
2,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,faculty
1,2,0,0,1,0,1,1,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,faculty
2,0,1,0,0,2,10,4,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,faculty
1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,faculty
2,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,faculty
1,0,1,0,1,0,2,2,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,1,0,0,1,faculty
1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,faculty
1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,faculty
3,1,0,0,0,0,6,2,0,1,0,0,0,8,3,0,0,0,1,0,0,0,0,0,0,1,7,0,1,faculty
0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,faculty
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,faculty
2,1,0,0,0,0,6,3,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,2,0,0,1,0,0,faculty
3,5,1,0,1,0,4,5,0,0,0,0,0,9,5,0,0,0,2,0,9,0,0,0,0,1,8,0,4,faculty
3,0,0,0,1,3,5,4,0,1,1,2,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,faculty
1,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,faculty
2,0,0,0,1,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,faculty
0,0,0,2,2,0,3,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,11,0,2,faculty
3,0,0,0,2,0,10,2,0,0,4,1,0,1,4,0,0,0,0,0,2,0,0,0,0,0,1,0,2,faculty
0,0,1,0,2,0,9,7,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,faculty
1,0,0,0,2,0,31,20,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,faculty
